name,STOI,PESQ,Csig,Cbak,Covl,SDR,SISDR,LSD,SSIM
001381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8128717290048837,0.46319936756584723
011019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886579973251993,0.49957157489160514
013706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.850104704234168,0.454439414321551
014653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7195184289877891,0.54148623400803
076363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7500651634649302,0.47424327536516175
085307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9562825815072886,0.5121066721450103
110743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936085770555311,0.4645814441448308
113262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794689081161873,0.6585719342903229
